EDGEID,"TYPE",HASH,SRCVERTEXHASH,DSTVERTEXHASH,"OPERATION","TIME"
1120,"WasInformedBy",7916023,1313860349,1315762837,"fork","978311616.618"
1121,"WasInformedBy",7916023,1313860349,1315762837,"fork","978311616.618"
1122,"WasInformedBy",7944250,1313860349,1315762837,"fork","978311616.619"
1123,"WasInformedBy",7944250,1313860349,1315762837,"fork","978311616.619"
1124,"WasInformedBy",7944250,1313860349,1315762837,"fork","978311616.619"
1125,"WasInformedBy",7944250,1313860349,1315762837,"fork","978311616.619"
1126,"WasInformedBy",6758716,1313860349,1315762837,"fork","978311616.624"
1127,"WasInformedBy",17588475,1313860349,1315762837,"fork","978311616.702"
1128,"WasInformedBy",104875768,1313860349,1315762837,"fork","978311616.837"
1129,"WasInformedBy",103473827,1313860349,1315762837,"fork","978311616.870"
1130,"WasInformedBy",103473827,1313860349,1315762837,"fork","978311616.870"
1131,"WasInformedBy",103473827,1313860349,1315762837,"fork","978311616.870"
1132,"WasInformedBy",103502054,1313860349,1315762837,"fork","978311616.871"
1133,"WasInformedBy",103502054,1313860349,1315762837,"fork","978311616.871"
1134,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1135,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1136,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1137,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1138,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1139,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1140,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1141,"WasInformedBy",100980442,1313860349,1315762837,"fork","978311616.905"
1142,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1143,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1144,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1145,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1146,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1147,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1148,"WasInformedBy",100971033,1313860349,1315762837,"fork","978311616.906"
1149,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1150,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1151,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1152,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1153,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1154,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1155,"WasInformedBy",100923988,1313860349,1315762837,"fork","978311616.907"
1156,"WasInformedBy",100914579,1313860349,1315762837,"fork","978311616.908"
1157,"WasInformedBy",100914579,1313860349,1315762837,"fork","978311616.908"
1158,"WasInformedBy",113692001,1313860349,1315762837,"fork","978311616.975"
1159,"WasInformedBy",-39291479,1313860349,1315762837,"fork","978311617.075"
1160,"WasInformedBy",-39291479,1313860349,1315762837,"fork","978311617.075"
1161,"WasInformedBy",-39338524,1313860349,1315762837,"fork","978311617.076"
1162,"WasInformedBy",-22487005,1313860349,1315762837,"fork","978311617.110"
1163,"WasInformedBy",-22487005,1313860349,1315762837,"fork","978311617.110"
1164,"WasInformedBy",-22458778,1313860349,1315762837,"fork","978311617.111"
1165,"WasInformedBy",-22458778,1313860349,1315762837,"fork","978311617.111"
1166,"WasInformedBy",-23964218,1313860349,1315762837,"fork","978311617.144"
1167,"WasInformedBy",-23964218,1313860349,1315762837,"fork","978311617.144"
1168,"WasInformedBy",-23964218,1313860349,1315762837,"fork","978311617.144"
1169,"WasInformedBy",-23973627,1313860349,1315762837,"fork","978311617.145"
1170,"WasInformedBy",-23973627,1313860349,1315762837,"fork","978311617.145"
1171,"WasInformedBy",-29082714,1313860349,1315762837,"fork","978311617.177"
1172,"WasInformedBy",-29092123,1313860349,1315762837,"fork","978311617.178"
1173,"WasInformedBy",-29092123,1313860349,1315762837,"fork","978311617.178"
1174,"WasInformedBy",-29092123,1313860349,1315762837,"fork","978311617.178"
1175,"WasInformedBy",-29092123,1313860349,1315762837,"fork","978311617.178"
1176,"WasInformedBy",63897024,1313860349,1315762837,"fork","978311617.223"
1177,"WasInformedBy",63887615,1313860349,1315762837,"fork","978311617.224"
1178,"WasInformedBy",63887615,1313860349,1315762837,"fork","978311617.224"
1179,"WasInformedBy",63915842,1313860349,1315762837,"fork","978311617.225"
1180,"WasInformedBy",62683263,1313860349,1315762837,"fork","978311617.268"
1181,"WasInformedBy",62683263,1313860349,1315762837,"fork","978311617.268"
1182,"WasInformedBy",62683263,1313860349,1315762837,"fork","978311617.268"
1183,"WasInformedBy",62683263,1313860349,1315762837,"fork","978311617.268"
1184,"WasInformedBy",62683263,1313860349,1315762837,"fork","978311617.268"
1185,"WasInformedBy",70238690,1313860349,1315762837,"fork","978311617.313"
1186,"WasInformedBy",70238690,1313860349,1315762837,"fork","978311617.313"
1187,"WasInformedBy",70238690,1313860349,1315762837,"fork","978311617.313"
1188,"WasInformedBy",70229281,1313860349,1315762837,"fork","978311617.314"
1189,"WasInformedBy",70229281,1313860349,1315762837,"fork","978311617.314"
1190,"WasInformedBy",73842337,1313860349,1315762837,"fork","978311617.358"
1191,"WasInformedBy",73842337,1313860349,1315762837,"fork","978311617.358"
1192,"WasInformedBy",73842337,1313860349,1315762837,"fork","978311617.358"
1193,"WasInformedBy",73842337,1313860349,1315762837,"fork","978311617.358"
1194,"WasInformedBy",72694439,1313860349,1315762837,"fork","978311617.392"
1195,"WasInformedBy",72694439,1313860349,1315762837,"fork","978311617.392"
1196,"WasInformedBy",72722666,1313860349,1315762837,"fork","978311617.393"
1197,"WasInformedBy",80174594,1313860349,1315762837,"fork","978311617.401"
1198,"Used",-280102973,1360808250,-118469691,"read","978311617.401"
1199,"WasInformedBy",80174594,1313860349,1315762837,"fork","978311617.401"
1200,"Used",-280771140,1360808250,-118469819,"read","978311617.426"
1201,"WasInformedBy",79506555,1313860349,1315762837,"fork","978311617.426"
1202,"WasInformedBy",79534782,1313860349,1315762837,"fork","978311617.427"
1203,"WasInformedBy",79534782,1313860349,1315762837,"fork","978311617.427"
1204,"WasInformedBy",79534782,1313860349,1315762837,"fork","978311617.427"
1205,"WasInformedBy",83251337,1313860349,1315762837,"fork","978311617.460"
1206,"WasInformedBy",83251337,1313860349,1315762837,"fork","978311617.460"
1207,"WasInformedBy",83204292,1313860349,1315762837,"fork","978311617.461"
1208,"WasInformedBy",83204292,1313860349,1315762837,"fork","978311617.461"
1209,"WasInformedBy",83194883,1313860349,1315762837,"fork","978311617.462"
1210,"WasInformedBy",83194883,1313860349,1315762837,"fork","978311617.462"
1211,"WasInformedBy",83194883,1313860349,1315762837,"fork","978311617.462"
1212,"WasInformedBy",83223110,1313860349,1315762837,"fork","978311617.463"
1213,"WasInformedBy",82903204,1313860349,1315762837,"fork","978311617.494"
1214,"WasInformedBy",90016408,1313860349,1315762837,"fork","978311617.528"
1215,"WasInformedBy",90016408,1313860349,1315762837,"fork","978311617.528"
1216,"WasInformedBy",90016408,1313860349,1315762837,"fork","978311617.528"
1217,"WasInformedBy",90016408,1313860349,1315762837,"fork","978311617.528"
1218,"WasInformedBy",90006999,1313860349,1315762837,"fork","978311617.529"
1219,"WasInformedBy",90006999,1313860349,1315762837,"fork","978311617.529"
1220,"WasInformedBy",93460102,1313860349,1315762837,"fork","978311617.562"
1221,"WasInformedBy",93460102,1313860349,1315762837,"fork","978311617.562"
1222,"WasInformedBy",93460102,1313860349,1315762837,"fork","978311617.562"
1223,"WasInformedBy",93450693,1313860349,1315762837,"fork","978311617.563"
1224,"WasInformedBy",93093151,1313860349,1315762837,"fork","978311617.598"
1225,"WasInformedBy",93121378,1313860349,1315762837,"fork","978311617.599"
1226,"WasInformedBy",93121378,1313860349,1315762837,"fork","978311617.599"
1227,"WasInformedBy",93121378,1313860349,1315762837,"fork","978311617.599"
1228,"WasInformedBy",93121378,1313860349,1315762837,"fork","978311617.599"
1229,"WasInformedBy",93121378,1313860349,1315762837,"fork","978311617.599"
1230,"WasInformedBy",23560641,1313860349,1315762837,"fork","978311617.600"
1231,"WasInformedBy",23560641,1313860349,1315762837,"fork","978311617.600"
1232,"WasInformedBy",23560641,1313860349,1315762837,"fork","978311617.600"
1233,"WasInformedBy",23560641,1313860349,1315762837,"fork","978311617.600"
1234,"WasInformedBy",23513596,1313860349,1315762837,"fork","978311617.601"
1235,"WasInformedBy",21754113,1313860349,1315762837,"fork","978311617.666"
1236,"WasInformedBy",21754113,1313860349,1315762837,"fork","978311617.666"
1237,"WasInformedBy",19298364,1313860349,1315762837,"fork","978311617.700"
1238,"WasInformedBy",19298364,1313860349,1315762837,"fork","978311617.700"
1239,"WasInformedBy",19298364,1313860349,1315762837,"fork","978311617.700"
1240,"WasInformedBy",19298364,1313860349,1315762837,"fork","978311617.700"
1241,"WasInformedBy",19288955,1313860349,1315762837,"fork","978311617.701"
1242,"WasInformedBy",19288955,1313860349,1315762837,"fork","978311617.701"
1243,"WasInformedBy",19288955,1313860349,1315762837,"fork","978311617.701"
1244,"WasInformedBy",19317182,1313860349,1315762837,"fork","978311617.702"
1245,"WasInformedBy",19317182,1313860349,1315762837,"fork","978311617.702"
1246,"WasInformedBy",19317182,1313860349,1315762837,"fork","978311617.702"
1247,"WasInformedBy",19307773,1313860349,1315762837,"fork","978311617.703"
1248,"WasInformedBy",19307773,1313860349,1315762837,"fork","978311617.703"
1249,"WasInformedBy",19307773,1313860349,1315762837,"fork","978311617.703"
1250,"WasInformedBy",19307773,1313860349,1315762837,"fork","978311617.703"
1251,"WasInformedBy",19561816,1313860349,1315762837,"fork","978311617.704"
1252,"WasInformedBy",19561816,1313860349,1315762837,"fork","978311617.704"
1253,"WasInformedBy",19561816,1313860349,1315762837,"fork","978311617.704"
1254,"WasInformedBy",28942589,1313860349,1315762837,"fork","978311617.824"
1255,"WasInformedBy",42444504,1313860349,1315762837,"fork","978311617.869"
1256,"WasInformedBy",42444504,1313860349,1315762837,"fork","978311617.869"
1257,"WasInformedBy",42444504,1313860349,1315762837,"fork","978311617.869"
1258,"WasInformedBy",42444504,1313860349,1315762837,"fork","978311617.869"
1259,"WasInformedBy",42444504,1313860349,1315762837,"fork","978311617.869"
1260,"WasInformedBy",40327479,1313860349,1315762837,"fork","978311617.914"
1261,"WasInformedBy",40327479,1313860349,1315762837,"fork","978311617.914"
1262,"WasInformedBy",40327479,1313860349,1315762837,"fork","978311617.914"
1263,"WasInformedBy",40355706,1313860349,1315762837,"fork","978311617.915"
1264,"WasInformedBy",40355706,1313860349,1315762837,"fork","978311617.915"
1265,"WasInformedBy",40355706,1313860349,1315762837,"fork","978311617.915"
1266,"WasInformedBy",40355706,1313860349,1315762837,"fork","978311617.915"
1267,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1268,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1269,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1270,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1271,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1272,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1273,"WasInformedBy",40346297,1313860349,1315762837,"fork","978311617.916"
1274,"WasInformedBy",40299252,1313860349,1315762837,"fork","978311617.917"
1275,"WasInformedBy",40299252,1313860349,1315762837,"fork","978311617.917"
1276,"WasInformedBy",40299252,1313860349,1315762837,"fork","978311617.917"
1277,"WasInformedBy",40299252,1313860349,1315762837,"fork","978311617.917"
1278,"WasInformedBy",1600670568,1313860349,1315762837,"fork","978311618.071"
1279,"WasInformedBy",1600670568,1313860349,1315762837,"fork","978311618.071"
1280,"WasInformedBy",1600670568,1313860349,1315762837,"fork","978311618.071"
1281,"WasInformedBy",1600661159,1313860349,1315762837,"fork","978311618.072"
1282,"WasInformedBy",1600661159,1313860349,1315762837,"fork","978311618.072"
1283,"WasInformedBy",1607482684,1313860349,1315762837,"fork","978311618.105"
1284,"WasInformedBy",1607482684,1313860349,1315762837,"fork","978311618.105"
1285,"WasInformedBy",1607473275,1313860349,1315762837,"fork","978311618.106"
1286,"WasInformedBy",1607473275,1313860349,1315762837,"fork","978311618.106"
1287,"WasInformedBy",1607473275,1313860349,1315762837,"fork","978311618.106"
1288,"WasInformedBy",1611989595,1313860349,1315762837,"fork","978311618.139"
1289,"WasInformedBy",1611989595,1313860349,1315762837,"fork","978311618.139"
1290,"WasInformedBy",1611989595,1313860349,1315762837,"fork","978311618.139"
1291,"WasInformedBy",1611989595,1313860349,1315762837,"fork","978311618.139"
1292,"WasInformedBy",1610916969,1313860349,1315762837,"fork","978311618.173"
1293,"WasInformedBy",1610916969,1313860349,1315762837,"fork","978311618.173"
1294,"WasInformedBy",1610916969,1313860349,1315762837,"fork","978311618.173"
1295,"WasInformedBy",1610916969,1313860349,1315762837,"fork","978311618.173"
1296,"WasInformedBy",1617729085,1313860349,1315762837,"fork","978311618.207"
1297,"WasInformedBy",1617729085,1313860349,1315762837,"fork","978311618.207"
1298,"WasInformedBy",1617729085,1313860349,1315762837,"fork","978311618.207"
1299,"WasInformedBy",1617983128,1313860349,1315762837,"fork","978311618.208"
1300,"WasInformedBy",1617983128,1313860349,1315762837,"fork","978311618.208"
1301,"WasInformedBy",1621398595,1313860349,1315762837,"fork","978311618.241"
1302,"WasInformedBy",1621398595,1313860349,1315762837,"fork","978311618.241"
1303,"WasInformedBy",1621398595,1313860349,1315762837,"fork","978311618.241"
1304,"WasInformedBy",1621398595,1313860349,1315762837,"fork","978311618.241"
1305,"WasInformedBy",1621426822,1313860349,1315762837,"fork","978311618.242"
1306,"WasInformedBy",1621125734,1313860349,1315762837,"fork","978311618.275"
1307,"WasInformedBy",1621125734,1313860349,1315762837,"fork","978311618.275"
1308,"WasInformedBy",1621125734,1313860349,1315762837,"fork","978311618.275"
1309,"WasInformedBy",1621116325,1313860349,1315762837,"fork","978311618.276"
1310,"WasInformedBy",1621116325,1313860349,1315762837,"fork","978311618.276"
1311,"WasInformedBy",1628238938,1313860349,1315762837,"fork","978311618.309"
1312,"WasInformedBy",1628238938,1313860349,1315762837,"fork","978311618.309"
1313,"WasInformedBy",1628295392,1313860349,1315762837,"fork","978311618.310"
1314,"WasInformedBy",1628295392,1313860349,1315762837,"fork","978311618.310"
1315,"WasInformedBy",1626799361,1313860349,1315762837,"fork","978311618.346"
1316,"WasInformedBy",1626799361,1313860349,1315762837,"fork","978311618.346"
1317,"WasInformedBy",1626752316,1313860349,1315762837,"fork","978311618.347"
1318,"WasInformedBy",1626752316,1313860349,1315762837,"fork","978311618.347"
1319,"WasInformedBy",1631315681,1313860349,1315762837,"fork","978311618.379"
1320,"WasInformedBy",1631315681,1313860349,1315762837,"fork","978311618.379"
1321,"WasInformedBy",1631315681,1313860349,1315762837,"fork","978311618.379"
1322,"WasInformedBy",1630468871,1313860349,1315762837,"fork","978311618.380"
1323,"WasInformedBy",1630468871,1313860349,1315762837,"fork","978311618.380"
1324,"WasInformedBy",1407259164,1313860349,1315762837,"fork","978311618.413"
1325,"WasInformedBy",1407259164,1313860349,1315762837,"fork","978311618.413"
1326,"WasInformedBy",1407259164,1313860349,1315762837,"fork","978311618.413"
1327,"WasInformedBy",1407259164,1313860349,1315762837,"fork","978311618.413"
1328,"WasInformedBy",1405744315,1313860349,1315762837,"fork","978311618.447"
1329,"WasInformedBy",1405744315,1313860349,1315762837,"fork","978311618.447"
1330,"WasInformedBy",1405744315,1313860349,1315762837,"fork","978311618.447"
1331,"WasInformedBy",1405744315,1313860349,1315762837,"fork","978311618.447"
1332,"WasInformedBy",1405772542,1313860349,1315762837,"fork","978311618.448"
1333,"WasInformedBy",1409489097,1313860349,1315762837,"fork","978311618.481"
1334,"WasInformedBy",1409489097,1313860349,1315762837,"fork","978311618.481"
1335,"WasInformedBy",1409489097,1313860349,1315762837,"fork","978311618.481"
1336,"WasInformedBy",1409489097,1313860349,1315762837,"fork","978311618.481"
1337,"WasInformedBy",1409489097,1313860349,1315762837,"fork","978311618.481"
1338,"WasInformedBy",1409442052,1313860349,1315762837,"fork","978311618.482"
1339,"WasInformedBy",1409442052,1313860349,1315762837,"fork","978311618.482"
1340,"WasInformedBy",1403053341,1313860349,1315762837,"fork","978311618.515"
1341,"WasInformedBy",1403053341,1313860349,1315762837,"fork","978311618.515"
1342,"WasInformedBy",1416000125,1313860349,1315762837,"fork","978311618.548"
1343,"WasInformedBy",1416000125,1313860349,1315762837,"fork","978311618.548"
1344,"WasInformedBy",1416254168,1313860349,1315762837,"fork","978311618.549"
1345,"WasInformedBy",1416254168,1313860349,1315762837,"fork","978311618.549"
1346,"WasInformedBy",1416254168,1313860349,1315762837,"fork","978311618.549"
1347,"WasInformedBy",1415181542,1313860349,1315762837,"fork","978311618.594"
1348,"WasInformedBy",1415181542,1313860349,1315762837,"fork","978311618.594"
1349,"WasInformedBy",1415181542,1313860349,1315762837,"fork","978311618.594"
1350,"WasInformedBy",1415172133,1313860349,1315762837,"fork","978311618.595"
1351,"WasInformedBy",1415172133,1313860349,1315762837,"fork","978311618.595"
1352,"WasInformedBy",1415125088,1313860349,1315762837,"fork","978311618.596"
1353,"WasInformedBy",1415125088,1313860349,1315762837,"fork","978311618.596"
1354,"WasInformedBy",1415125088,1313860349,1315762837,"fork","978311618.596"
1355,"WasInformedBy",1415125088,1313860349,1315762837,"fork","978311618.596"
1356,"WasInformedBy",-1165147809,1315762838,439708133,NULL,NULL
1357,"WasInformedBy",-624423148,1313860350,1315762838,"fork","978311624.290"
1358,"WasInformedBy",-624432557,1313860350,1315762838,"fork","978311624.291"
1359,"WasInformedBy",-624432557,1313860350,1315762838,"fork","978311624.291"
1360,"WasInformedBy",-624432557,1313860350,1315762838,"fork","978311624.291"
1361,"WasInformedBy",-624432557,1313860350,1315762838,"fork","978311624.291"
1362,"WasInformedBy",-624479602,1313860350,1315762838,"fork","978311624.292"
1363,"WasInformedBy",-624479602,1313860350,1315762838,"fork","978311624.292"
1364,"WasInformedBy",-787051704,1360803597,743817911,NULL,NULL
1365,"WasInformedBy",-624479602,1313860350,1315762838,"fork","978311624.292"
1366,"WasInformedBy",-624479602,1313860350,1315762838,"fork","978311624.292"
1367,"WasInformedBy",-624479602,1313860350,1315762838,"fork","978311624.292"
1368,"Used",-1034221176,1360802133,-167359069,"read","978311624.294"
1369,"WasInformedBy",-1165171865,1315762590,439708133,NULL,NULL
1370,"WasInformedBy",-44465110,1362562792,1315762590,NULL,NULL
1371,"WasInformedBy",-44465207,1362562791,1315762590,NULL,NULL
1372,"WasInformedBy",-787072850,1360803379,743817911,NULL,NULL
1373,"Used",-1171776748,1360802133,-96519011,"read","978311626.379"
1374,"WasInformedBy",-1165169246,1315762617,439708133,NULL,NULL
1375,"WasInformedBy",-44465277,1362562790,1315762617,NULL,NULL
1376,"WasInformedBy",-44465374,1362562789,1315762617,NULL,NULL
1377,"WasInformedBy",-787072559,1360803382,743817911,NULL,NULL
1378,"Used",-152743713,1360802133,-167363301,"read","978311630.531"
1379,"WasInformedBy",-1165168664,1315762623,439708133,NULL,NULL
1380,"Used",455051882,1315762623,-178406491,"read","978311657.234"
1381,"WasInformedBy",949731736,1313860423,1315762623,"fork","978311657.234"
1382,"Used",455051882,1315762623,-178406491,"read","978311657.234"
1383,"WasInformedBy",949722327,1313860423,1315762623,"fork","978311657.235"
1384,"Used",455042473,1315762623,-178406491,"read","978311657.235"
1385,"WasInformedBy",949722327,1313860423,1315762623,"fork","978311657.235"
1386,"Used",455042473,1315762623,-178406491,"read","978311657.235"
1387,"WasInformedBy",949722327,1313860423,1315762623,"fork","978311657.235"
1388,"Used",455042473,1315762623,-178406491,"read","978311657.235"
1389,"WasInformedBy",949722327,1313860423,1315762623,"fork","978311657.235"
1390,"Used",455042473,1315762623,-178406491,"read","978311657.235"
1391,"WasInformedBy",949750554,1313860423,1315762623,"fork","978311657.236"
1392,"Used",455070700,1315762623,-178406491,"read","978311657.236"
1393,"WasInformedBy",949750554,1313860423,1315762623,"fork","978311657.236"
1394,"Used",455070700,1315762623,-178406491,"read","978311657.236"
1395,"WasInformedBy",949750554,1313860423,1315762623,"fork","978311657.236"
1396,"Used",455070700,1315762623,-178406491,"read","978311657.236"
1397,"Used",455070700,1315762623,-178406491,"read","978311657.236"
1398,"Used",455070700,1315762623,-178406491,"read","978311657.236"
1399,"WasInformedBy",949741145,1313860423,1315762623,"fork","978311657.237"
1400,"Used",455061291,1315762623,-178406491,"read","978311657.237"
1401,"WasInformedBy",949741145,1313860423,1315762623,"fork","978311657.237"
1402,"Used",455061291,1315762623,-178406491,"read","978311657.237"
1403,"WasInformedBy",949741145,1313860423,1315762623,"fork","978311657.237"
1404,"Used",455061291,1315762623,-178406491,"read","978311657.237"
1405,"WasInformedBy",949741145,1313860423,1315762623,"fork","978311657.237"
1406,"Used",455061291,1315762623,-178406491,"read","978311657.237"
1407,"WasInformedBy",-787071783,1360803390,743817911,NULL,NULL
1408,"WasInformedBy",949694100,1313860423,1315762623,"fork","978311657.238"
1409,"Used",455014246,1315762623,-178406491,"read","978311657.238"
1410,"WasInformedBy",-1121393455,2015630638,1315762623,NULL,NULL
1411,"WasInformedBy",1649551639,1313860412,2015630638,"fork","978311657.239"
1412,"WasInformedBy",1649551639,1313860412,2015630638,"fork","978311657.239"
1413,"WasInformedBy",1649551639,1313860412,2015630638,"fork","978311657.239"
1414,"Used",455136563,1315762623,-178406491,"read","978311657.240"
1415,"WasInformedBy",-1121393552,2015630637,1315762623,NULL,NULL
1416,"WasInformedBy",1663185182,1313860411,2015630637,"fork","978311657.241"
1417,"WasInformedBy",1663185182,1313860411,2015630637,"fork","978311657.241"
1418,"Used",631468802,1360802133,-89441341,"read","978311657.241"
1419,"WasInformedBy",1663185182,1313860411,2015630637,"fork","978311657.241"
1420,"Used",468638478,1315762623,-178406491,"read","978311657.241"
1421,"WasInformedBy",-1121393649,2015630636,1315762623,NULL,NULL
1422,"Used",468629069,1315762623,-178406491,"read","978311657.242"
1423,"WasInformedBy",-1121392970,2015630643,1315762623,NULL,NULL
1424,"WasInformedBy",-421525629,2015630636,2015630643,NULL,NULL
1425,"WasInformedBy",-421525726,2015630635,2015630643,NULL,NULL
1426,"WasInformedBy",1663194977,1313860415,2015630635,"fork","978311657.244"
1427,"WasInformedBy",1663194977,1313860415,2015630635,"fork","978311657.244"
1428,"WasInformedBy",1663147932,1313860415,2015630635,"fork","978311657.245"
1429,"WasInformedBy",1663147932,1313860415,2015630635,"fork","978311657.245"
1430,"WasInformedBy",1663147932,1313860415,2015630635,"fork","978311657.245"
1431,"WasInformedBy",1663147932,1313860415,2015630635,"fork","978311657.245"
1432,"Used",468591433,1315762623,-178406491,"read","978311657.246"
1433,"WasInformedBy",-1121393261,2015630640,1315762623,NULL,NULL
1434,"WasInformedBy",-421525147,2015630641,2015630640,NULL,NULL
1435,"WasInformedBy",-421525244,2015630640,2015630640,NULL,NULL
1436,"WasInformedBy",1663161226,1313860455,2015630640,"fork","978311657.248"
1437,"WasInformedBy",1663161226,1313860455,2015630640,"fork","978311657.248"
1438,"WasInformedBy",1663161226,1313860455,2015630640,"fork","978311657.248"
1439,"WasInformedBy",1608890114,1313860455,2015630640,"fork","978311657.608"
1440,"WasInformedBy",1609144157,1313860455,2015630640,"fork","978311657.609"
1441,"WasInformedBy",1609144157,1313860455,2015630640,"fork","978311657.609"
1442,"Used",414724908,1315762623,-178406491,"read","978311657.610"
1443,"WasInformedBy",-1121392485,2015630648,1315762623,NULL,NULL
1444,"WasInformedBy",-421519319,2015630701,2015630648,NULL,NULL
1445,"WasInformedBy",-421519222,2015630702,2015630648,NULL,NULL
1446,"WasInformedBy",1609209014,1313860444,2015630701,"fork","978311657.613"
1447,"WasInformedBy",1609209014,1313860444,2015630701,"fork","978311657.613"
1448,"WasInformedBy",1609209014,1313860444,2015630701,"fork","978311657.613"
1449,"WasInformedBy",1609209014,1313860444,2015630701,"fork","978311657.613"
1450,"WasInformedBy",1609237241,1313860444,2015630701,"fork","978311657.614"
1451,"WasInformedBy",1609237241,1313860444,2015630701,"fork","978311657.614"
1452,"Used",414677863,1315762623,-178406491,"read","978311657.615"
1453,"WasInformedBy",-1121390448,2015630669,1315762623,NULL,NULL
1454,"WasInformedBy",-421520559,2015630688,2015630669,NULL,NULL
1455,"WasInformedBy",-421519880,2015630695,2015630669,NULL,NULL
1456,"WasInformedBy",1609171857,1313860449,2015630695,"fork","978311657.617"
1457,"WasInformedBy",1609171857,1313860449,2015630695,"fork","978311657.617"
1458,"WasInformedBy",1609171857,1313860449,2015630695,"fork","978311657.617"
1459,"WasInformedBy",1609171857,1313860449,2015630695,"fork","978311657.617"
1460,"WasInformedBy",1609200084,1313860449,2015630695,"fork","978311657.618"
1461,"WasInformedBy",1609200084,1313860449,2015630695,"fork","978311657.618"
1462,"Used",414640227,1315762623,-178406491,"read","978311657.619"
1463,"WasInformedBy",-1121389963,2015630674,1315762623,NULL,NULL
1464,"WasInformedBy",-421519584,2015630698,2015630674,NULL,NULL
1465,"WasInformedBy",-421518614,2015630708,2015630674,NULL,NULL
1466,"WasInformedBy",1608375985,1313860489,2015630708,"fork","978311657.621"
1467,"WasInformedBy",1608375985,1313860489,2015630708,"fork","978311657.621"
1468,"WasInformedBy",1618914065,1313860489,2015630708,"fork","978311657.731"
1469,"WasInformedBy",1632096074,1313860489,2015630708,"fork","978311657.899"
1470,"WasInformedBy",1632096074,1313860489,2015630708,"fork","978311657.899"
1471,"WasInformedBy",1644468909,1313860489,2015630708,"fork","978311657.900"
1472,"Used",444796072,1315762623,-178406491,"read","978311657.933"
1473,"Used",1663148664,1315762623,-178406491,"read","978311658.080"
1474,"WasInformedBy",-1121387441,2015630700,1315762623,NULL,NULL
1475,"WasInformedBy",-421513738,2015630758,2015630700,NULL,NULL
1476,"WasInformedBy",-421513835,2015630757,2015630700,NULL,NULL
1477,"WasInformedBy",-1437321569,1313860480,2015630757,"fork","978311658.082"
1478,"WasInformedBy",-1437321569,1313860480,2015630757,"fork","978311658.082"
1479,"WasInformedBy",-1437321569,1313860480,2015630757,"fork","978311658.082"
1480,"WasInformedBy",-1437321569,1313860480,2015630757,"fork","978311658.082"
1481,"WasInformedBy",-1437330978,1313860480,2015630757,"fork","978311658.083"
1482,"WasInformedBy",-1437312160,1313860480,2015630757,"fork","978311658.085"
1483,"Used",1662151310,1315762623,-178406491,"read","978311658.086"
1484,"WasInformedBy",-1121411497,2015630452,1315762623,NULL,NULL
1485,"WasInformedBy",-1438290322,1313860002,2015630452,"fork","978311658.088"
1486,"WasInformedBy",-1438290322,1313860002,2015630452,"fork","978311658.088"
1487,"WasInformedBy",-1438299731,1313860002,2015630452,"fork","978311658.089"
1488,"Used",1662160719,1315762623,-178406491,"read","978311658.089"
1489,"WasInformedBy",-1121410818,2015630459,1315762623,NULL,NULL
1490,"Used",1662217173,1315762623,-178406491,"read","978311658.090"
1491,"WasInformedBy",-1121410915,2015630458,1315762623,NULL,NULL
1492,"WasInformedBy",-1438223871,1313860008,2015630458,"fork","978311658.092"
1493,"Used",-67794611,2015630458,-1076140352,"read","978311658.092"
1494,"WasInformedBy",-1438223871,1313860008,2015630458,"fork","978311658.092"
1495,"Used",-67794611,2015630458,-1076140352,"read","978311658.092"
1496,"WasInformedBy",-1438223871,1313860008,2015630458,"fork","978311658.092"
1497,"Used",-67794611,2015630458,-1076140352,"read","978311658.092"
1498,"WasInformedBy",-1438223871,1313860008,2015630458,"fork","978311658.092"
